year,_113_cause_name,cause_name,state,deaths,aadr
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Iowa,313,8.6
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,99,8.6
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,154,8.7
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,330,8.7
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,604,8.7
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,401,8.7
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,California,3112,8.7
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,507,8.7
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Iowa,367,8.8
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,631,8.8
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,588,8.8
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,274,8.8
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,553,8.8
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,54,8.8
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,148,8.8
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Iowa,369,8.8
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,148,8.8
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,104,8.8
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,598,8.8
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,96,8.8
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,353,8.8
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,500,8.8
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,477,8.8
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,304,8.8
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,California,3887,8.9
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,503,8.9
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,452,8.9
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,491,8.9
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2676,8.9
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,642,8.9
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,428,8.9
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,101,8.9
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2259,8.9
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,400,8.9
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,387,8.9
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,116,8.9
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,491,8.9
2002,Alzheimer's disease (G30),Alzheimer's disease,New York,1803,8.9
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,440,8.9
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,1888,8.9
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,1846,8.9
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,170,9.0
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,299,9.0
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,57,9.0
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,453,9.0
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,450,9.0
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1178,9.0
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,518,9.0
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,120,9.0
2003,Alzheimer's disease (G30),Alzheimer's disease,New York,1866,9.0
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,474,9.0
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,106,9.0
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,437,9.0
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,111,9.0
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2296,9.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,450,9.1
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1177,9.1
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Dakota,89,9.1
2007,Alzheimer's disease (G30),Alzheimer's disease,New York,1999,9.1
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3206,9.1
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,123,9.1
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,74,9.1
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,331,9.1
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,2969,9.1
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,96,9.1
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,135,9.1
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,129,9.2
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,569,9.2
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,558,9.2
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,417,9.2
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1145,9.2
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,43,9.2
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1139,9.2
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,113,9.2
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Vermont,56,9.2
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2808,9.3
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,121,9.3
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2245,9.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,74,9.3
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2207,9.3
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,77,9.3
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2453,9.3
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1226,9.3
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,551,9.3
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,170,9.3
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1198,9.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3334,9.3
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,565,9.3
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,45,9.3
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1074,9.3
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,152,9.3
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,169,9.4
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,586,9.4
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,161,9.4
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,729,9.4
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,135,9.4
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,56,9.4
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,353,9.4
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2300,9.4
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,397,9.4
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2246,9.4
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,134,9.4
2006,Alzheimer's disease (G30),Alzheimer's disease,New York,2021,9.4
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,130,9.4
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,118,9.4
1999,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,109,9.4
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,682,9.5
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,226,9.5
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,63,9.5
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,220,9.5
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,775,9.5
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2662,9.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,683,9.5
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,583,9.5
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,105,9.5
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,44,9.5
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,450,9.5
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,133,9.5
2004,Alzheimer's disease (G30),Alzheimer's disease,New York,1989,9.5
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,166,9.5
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,120,9.5
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1088,9.5
1999,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,53,9.5
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3057,9.6
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,533,9.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2719,9.6
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,426,9.6
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3228,9.6
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,480,9.6
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,123,9.6
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3077,9.6
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,312,9.6
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,92,9.6
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,86,9.7
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,639,9.7
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,125,9.7
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2285,9.7
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,135,9.7
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,154,9.7
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,214,9.7
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2197,9.7
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,595,9.7
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,133,9.7
2005,Alzheimer's disease (G30),Alzheimer's disease,New York,2065,9.7
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,83,9.7
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3368,9.7
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1102,9.7
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2385,9.8
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,142,9.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,638,9.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,379,9.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,606,9.8
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1292,9.8
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,217,9.8
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2240,9.8
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,370,9.8
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,110,9.8
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,497,9.8
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,497,9.8
2001,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,122,9.8
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,289,9.8
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,697,9.9
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,630,9.9
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,54,9.9
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,141,9.9
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,384,9.9
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,65,9.9
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1321,9.9
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,81,9.9
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,728,9.9
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,368,9.9
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2410,9.9
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,110,9.9
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,70,9.9
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3602,9.9
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,133,9.9
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,131,9.9
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Dakota,92,9.9
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3397,9.9
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,101,9.9
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,974,9.9
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,123,9.9
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,45,9.9
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,974,9.9
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,67,10.0
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,815,10.0
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,53,10.0
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,66,10.0
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,85,10.0
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,50,10.0
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,779,10.0
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,222,10.0
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,52,10.0
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3893,10.0
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,690,10.0
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,60,10.0
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1176,10.0
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,2252,10.0
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,137,10.0
2000,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,118,10.0
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Vermont,62,10.0
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,876,10.1
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,577,10.1
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,3172,10.1
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,397,10.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,113,10.1
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,45,10.1
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,768,10.1
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,49,10.1
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,734,10.1
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Dakota,102,10.1
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,181,10.1
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,2172,10.1
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,162,10.1
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,461,10.2
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,3144,10.2
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,167,10.2
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4025,10.2
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,653,10.2
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,161,10.2
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3823,10.2
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,74,10.2
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,426,10.2
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,524,10.2
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,131,10.2
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1029,10.2
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,176,10.2
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,2265,10.2
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,2201,10.2
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,304,10.2
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,1276,10.2
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Texas,2053,10.2
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,565,10.2
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Texas,2005,10.2
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,190,10.3
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4167,10.3
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1363,10.3
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,130,10.3
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3913,10.3
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,618,10.3
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,447,10.3
2008,Alzheimer's disease (G30),Alzheimer's disease,New York,2303,10.3
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,3775,10.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,91,10.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,923,10.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Texas,2347,10.3
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,109,10.3
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,177,10.3
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,108,10.3
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,461,10.3
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,132,10.3
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,136,10.3
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,172,10.3
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,131,10.3
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,305,10.3
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,1284,10.3
